,author,authorData,downloads,gated,id,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
121,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/jina-embeddings-v2-base-zh,2024-03-12T01:57:42.000Z,0,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,122,14-05-2024
122,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",5,False,Xenova/jina-embeddings-v2-base-de,2024-03-12T01:58:19.000Z,3,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,123,14-05-2024
123,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",5,False,Xenova/nomic-embed-text-v1,2024-04-01T02:13:44.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,124,14-05-2024
124,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/nomic-embed-text-v1-unsupervised,2024-03-21T12:23:01.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,125,14-05-2024
125,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/nomic-embed-text-v1-ablated,2024-03-21T12:23:55.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,126,14-05-2024
126,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",412,False,Xenova/bge-m3,2024-03-21T12:27:12.000Z,15,feature-extraction,False,model,False,607kB | 1.13GB | 570MB,621568.0,1213328261.12,127,14-05-2024
127,koxy-ai,"{'avatarUrl': 'https://www.gravatar.com/avatar/4b0d6d3ef1b6a649e2a8d5e93faf2151?d=retro&size=100', 'fullname': 'Koxy AI', 'name': 'koxy-ai', 'type': 'org', 'isHf': False, 'isEnterprise': False}",1,False,koxy-ai/gte-small,2024-03-12T18:27:09.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,128,14-05-2024
128,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'mixedbread ai', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isEnterprise': False}",10792,False,mixedbread-ai/mxbai-embed-2d-large-v1,2024-04-04T21:36:56.000Z,29,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,129,14-05-2024
129,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/tiny-random-ErnieModel,2024-03-23T00:30:42.000Z,0,feature-extraction,False,model,False,450kB | 343kB | 316kB | 273kB | 348kB | 273kB | 273kB,279552.0,460800.0,130,14-05-2024
130,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-2.0-large-en,2024-03-23T00:32:10.000Z,0,feature-extraction,False,model,False,1.34GB | 299MB | 669MB | 337MB | 318MB | 337MB | 337MB,313524224.0,1438814044.16,131,14-05-2024
131,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-2.0-base-en,2024-03-23T00:32:37.000Z,0,feature-extraction,False,model,False,436MB | 144MB | 218MB | 110MB | 149MB | 110MB | 110MB,115343360.0,457179136.0,132,14-05-2024
132,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-health-zh,2024-03-23T00:33:01.000Z,0,feature-extraction,False,model,False,411MB | 120MB | 206MB | 104MB | 125MB | 104MB | 104MB,109051904.0,430964736.0,133,14-05-2024
133,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-3.0-mini-zh,2024-03-23T00:33:12.000Z,0,feature-extraction,False,model,False,107MB | 70.9MB | 53.8MB | 27.2MB | 71.5MB | 27.2MB | 27.2MB,28521267.2,112197632.0,134,14-05-2024
134,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/ernie-3.0-nano-zh,2024-03-23T00:33:18.000Z,0,feature-extraction,False,model,False,71.4MB | 55.3MB | 35.8MB | 18.1MB | 55.6MB | 18.1MB | 18.1MB,18979225.6,74868326.4,135,14-05-2024
135,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-3.0-micro-zh,2024-03-23T00:33:26.000Z,0,feature-extraction,False,model,False,93.1MB | 68.8MB | 46.6MB | 23.5MB | 69.2MB | 23.5MB | 23.5MB,24641536.0,97622425.6,136,14-05-2024
136,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/ernie-gram-zh,2024-03-23T00:33:48.000Z,0,feature-extraction,False,model,False,397MB | 105MB | 199MB | 100MB | 111MB | 100MB | 100MB,104857600.0,416284672.0,137,14-05-2024
137,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/text2vec-base-chinese-paraphrase,2024-03-23T00:34:15.000Z,1,feature-extraction,False,model,False,470MB | 178MB | 235MB | 119MB | 183MB | 119MB | 119MB,124780544.0,492830720.0,138,14-05-2024
138,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/text2vec-base-chinese-sentence,2024-03-23T00:34:43.000Z,0,feature-extraction,False,model,False,470MB | 178MB | 235MB | 119MB | 183MB | 119MB | 119MB,124780544.0,492830720.0,139,14-05-2024
139,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/tiny-random-ErnieMModel,2024-03-24T22:54:35.000Z,0,feature-extraction,False,model,False,32.3MB | 32.2MB | 16.2MB | 8.23MB | 32.2MB | 8.23MB | 8.23MB,8629780.48,33869004.8,140,14-05-2024
140,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/GIST-small-Embedding-v0,2024-03-25T12:33:18.000Z,0,feature-extraction,False,model,False,133MB | 60.1MB | 66.7MB | 34MB | 61.4MB | 34MB | 34MB,35651584.0,139460608.0,141,14-05-2024
141,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isEnterprise': True}",4838,False,jinaai/jina-reranker-v1-tiny-en,2024-04-19T03:13:11.000Z,7,feature-extraction,False,model,False,132MB | 99.9MB | 66.3MB | 33.4MB | 101MB | 33.4MB | 33.4MB,35022438.4,138412032.0,142,14-05-2024
142,Alibaba-NLP,"{'avatarUrl': 'https://www.gravatar.com/avatar/1ae3fd9f5b9356f196c997d93eb23038?d=retro&size=100', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isEnterprise': False}",102240,False,Alibaba-NLP/gte-base-en-v1.5,2024-04-26T13:53:41.000Z,9,sentence-similarity,False,model,False,556MB | 167MB | 278MB | 147MB | 174MB | 147MB | 147MB,154140672.0,583008256.0,143,14-05-2024
143,lightbird-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/651db473725e83147b935809/snVYsSH2C72-Bad4PrF8z.png', 'fullname': 'Lightbird AI', 'name': 'lightbird-ai', 'type': 'org', 'isHf': False, 'isEnterprise': False}",472,False,lightbird-ai/nomic,2024-04-25T19:30:50.000Z,0,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,144,14-05-2024
144,sirius422,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/661ac9f47a16dc848a990cb9/xq5yhZmeqD_rSaLRK4hFL.jpeg', 'fullname': 'sirius422', 'name': 'sirius422', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,sirius422/multilingual-e5-large-onnx,2024-05-02T13:08:23.000Z,0,feature-extraction,False,model,False,546kB | 562MB,559104.0,589299712.0,145,14-05-2024
145,vantagediscovery,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ecec0da8cbe80112f9dd78/oJjjnyZ8j-OtOLJJFVQYk.png', 'fullname': 'Vantage Discovery', 'name': 'vantagediscovery', 'type': 'org', 'isHf': False, 'isEnterprise': False}",143,False,vantagediscovery/nomic-embed-text-v1.5,2024-05-10T21:08:09.000Z,0,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,146,14-05-2024
146,vantagediscovery,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ecec0da8cbe80112f9dd78/oJjjnyZ8j-OtOLJJFVQYk.png', 'fullname': 'Vantage Discovery', 'name': 'vantagediscovery', 'type': 'org', 'isHf': False, 'isEnterprise': False}",142,False,vantagediscovery/nomic-embed-text-v1,2024-05-10T21:12:09.000Z,0,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,147,14-05-2024
147,michaelfeil,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/644fac0ce1d7a97f3b653ab1/fottSAPFrJdKeMW2UJv_l.jpeg', 'fullname': 'Michael', 'name': 'michaelfeil', 'type': 'user', 'isPro': False, 'isHf': False}",9,False,michaelfeil/jina-embeddings-v2-base-code,2024-05-12T03:52:29.000Z,0,feature-extraction,False,model,False,642MB | 321MB | 162MB,169869312.0,673185792.0,148,14-05-2024
